"","COWcode","year","country_name","v2x_polyarchy","v2x_libdem","v2x_partipdem","v2x_delibdem","v2x_egaldem","v2x_regime","v2x_regime_amb","v2x_ex_military","v2x_ex_confidence","v2x_ex_direlect","v2x_ex_hereditary","v2x_ex_party","v2x_neopat","v2xnp_client","v2x_frassoc_thick","v2x_jucon","v2xlg_legcon","v2x_cspart","v2lpname","v2exhoshog","v2exremhog","v2exdjdshg","v2exdfvthg","v2reginfo","v2regint","v2regendtype","v2regimpgroup","v2regsupgroupssize","v2lgoppart","v2dlencmps","v2juhcind","v2juncind","v2juhccomp","v2jucomp","v2jureview","v2stfisccap","v2svstterr","v2mecenefi","v2mecenefm","v2exl_legitideol","v2exl_legitideolcr_0","v2exl_legitideolcr_1","v2exl_legitideolcr_2","v2exl_legitideolcr_3","v2exl_legitideolcr_4","v2xpe_exlsocgr","v2x_gencl","v2x_rule","v2xcl_prpty","v2xcs_ccsi","v2x_clpol","v2x_clpriv","v2clfmove","v2xcl_dmove","v2cldmovem","v2cldmovew","v2cldiscm","v2cldiscw","v2clslavem","v2clslavef","v2clstown","v2clprptym","v2clprptyw","v2clacjstm","v2clacjstw","e_legparty","e_autoc","e_peaveduc","e_migdppc","e_migdppcln","e_cow_exports","e_cow_imports","e_total_fuel_income_pc","e_total_oil_income_pc","e_miurbani","e_mipopula","e_civil_war","e_miinteco","v2exrmhgnp_0","v2exrmhgnp_1","v2exrmhgnp_2","v2exrmhgnp_3","v2exrmhgnp_4","v2exrmhgnp_5","v2exrmhgnp_6","v2exrmhgnp_7","v2exrmhgnp_8","v2exctlhg_0","v2exctlhg_1","v2exctlhg_2","v2exctlhg_3","v2exctlhg_4","v2exctlhg_5","v2exctlhg_6","v2exctlhg_7","v2exctlhg_8","v2regsupgroups_0","v2regsupgroups_1","v2regsupgroups_2","v2regsupgroups_3","v2regsupgroups_4","v2regsupgroups_5","v2regsupgroups_6","v2regsupgroups_7","v2regsupgroups_8","v2regsupgroups_9","v2regsupgroups_10","v2regsupgroups_11","v2regsupgroups_12","v2regsupgroups_13","v2exl_legitlead","ccode.x","onsets","revonsets","sideaonsets","force_onsets","force_revonsets","force_sideaonsets","leader","age0","age","usedforce","irregulartransition","foundingleader","foreigninstall","radicalideology","democratizing","revolutionaryleader","chg_executivepower","chg_politicalideology","chg_propertyownership","chg_womenandethnicstatus","chg_religioningovernment","chg_revolutionarycommittee","totalcategorieschanged","muslim","durable","cinc","majorpower","peaceyears","dem","conflict.status","trade","rule.inverse","X1","dispnum","stabb","ccode.y","stday","stmon","styear","endday","endmon","endyear","sidea","revstate","revtype1","revtype2","fatality","fatalpre","hiact","hostlev","orig","version","outcome","settle","recip","numa","numb","legitideol","nationalist","socialist","conservative","autonomist","religious","totalcat","mideology","mnationalist","msocialist","mconservative","mautonomist","mreligious","initiator","revisionist","policyrevisionist","regimerevisionist","territorialrevisionist","otherrevisionist","nonterritorial","backdown","hostile","hostileorig","hostilepolicy","hostileregime","personofleader","coldwar","transformativeideology","cinc2"
"3193",910,1988,"Papua New Guinea",0.517,0.378,0.315,0.291,0.261,2,5,0.25,1,0,0,0.25,0.504,0.889,0.707,0.75,0.681,0.768,NA,0,2.555,0.166,0.326,"Independent Papua New Guinea (17/09/1975 - E)",1,13,NA,NA,0.56,-0.165,1.664,1.182,0.682,0.822,1.452,NA,100,NA,1.283,NA,0.5,0,0.5,0.5,0.5,NA,0.607,0.5,0.719,0.882,0.824,0.852,1.193,0.813,1.867,1.061,1.429,0.866,1,0.767,0.405,1.306,0.766,0.418,-0.255,2,0,NA,NA,NA,1443.121,1437.891,0,0,0.07,3658.073,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,910,2,1,1,1,1,1,"Namaliu",41,41,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.000249,13,0.0001928,0,3,1,0,2881.012,0.5,2716,2748,"PNG",910,14,11,1988,14,11,1988,1,1,2,-9,0,0,15,4,1,5,8,4,0,1,1,NA,0.5,0,0.5,0.6666667,0.5,0,NA,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,NA,1,NA,0.01928
"3194",910,1990,"Papua New Guinea",0.502,0.374,0.307,0.281,0.256,2,5,0.25,1,0,0,0.25,0.504,0.889,0.707,0.75,0.681,0.768,NA,0,2.555,0.166,0.326,"Independent Papua New Guinea (17/09/1975 - E)",1,13,NA,NA,0.56,-0.165,1.664,1.182,0.682,0.822,1.452,NA,90.4,NA,1.283,-1.22,0.667,0,0.667,0.333,0.333,0.474,0.607,0.5,0.719,0.882,0.819,0.852,1.193,0.813,1.867,1.061,1.429,0.866,1,0.767,0.405,1.306,0.766,0.418,-0.255,2,0,NA,NA,NA,1265.515,1315.309,0,0,0.07,3824.787,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.237,910,1,0,0,0,0,0,"Namaliu",41,43,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.000249,15,0.0002018,0,1,1,0,2580.824,0.5,4223,3961,"PNG",910,25,6,1990,29,10,1990,0,0,0,-9,0,0,0,1,1,5,6,1,0,1,1,0.2984127,0.667,0,0.667,0.444,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.237,1,0,0.02018
"3195",910,1992,"Papua New Guinea",0.469,0.352,0.274,0.263,0.238,1,4,0.25,1,0,0,0.25,0.504,0.885,0.704,0.75,0.681,0.768,NA,0,2.555,0.166,0.326,"Independent Papua New Guinea (17/09/1975 - E)",1,13,NA,NA,0.56,-0.165,1.664,1.182,0.682,0.822,1.452,NA,90.4,NA,1.283,-1.22,0.667,0,0.667,0.333,0.333,0.474,0.607,0.5,0.719,0.882,0.819,0.852,1.193,0.813,1.867,1.061,1.429,0.866,1,0.767,0.405,1.306,0.766,0.418,-0.255,2,0,NA,NA,NA,1699.48,1445.813,128.46,127.2,0.069,4046.63,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.237,910,1,0,0,0,0,0,"Wingti",41,41,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.000249,17,0.0002138,0,1,1,0,3145.293,0.5,3870,3572,"PNG",910,31,5,1992,31,5,1992,0,0,0,-9,0,0,0,1,1,5,5,3,0,1,1,0.2984127,0.667,0,0.667,0.444,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.237,0,0,0.02138
"3196",910,1993,"Papua New Guinea",0.442,0.335,0.274,0.249,0.224,1,3,0.25,1,0,0,0.25,0.504,0.882,0.701,0.75,0.681,0.768,NA,0,2.555,0.166,0.326,"Independent Papua New Guinea (17/09/1975 - E)",1,13,NA,NA,0.56,-0.165,1.664,1.182,0.682,0.822,1.452,NA,90.4,NA,1.283,-1.22,0.667,0,0.667,0.333,0.333,0.474,0.607,0.5,0.719,0.882,0.819,0.852,1.193,0.813,1.867,1.061,1.429,0.866,1,0.767,0.405,1.306,0.766,0.418,-0.255,2,0,NA,NA,NA,2624.781,1453.193,256.74,254.87,0.069,4157.551,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.237,910,1,0,1,1,0,1,"Wingti",41,42,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.000249,18,0.0002214,0,0,1,0,4077.974,0.5,4406,4075,"PNG",910,5,3,1993,-9,4,1993,1,0,0,0,-9,-9,17,4,1,5,5,3,1,1,1,0.2984127,0.667,0,0.667,0.444,0.333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-1.237,0,0,0.02214
"3197",910,1996,"Papua New Guinea",0.442,0.335,0.274,0.249,0.237,1,3,0.25,1,0,0,0.25,0.504,0.882,0.701,0.75,0.681,0.768,NA,0,2.555,0.166,0.326,"Independent Papua New Guinea (17/09/1975 - E)",1,13,NA,NA,0.56,-0.165,1.664,1.182,0.682,0.822,1.452,NA,90.4,NA,1.283,-1.22,0.667,0,0.667,0.333,0.333,0.474,0.607,0.5,0.719,0.882,0.819,0.852,1.193,0.813,1.867,1.061,1.429,0.866,1,0.767,0.405,1.306,0.766,0.418,-0.255,2,0,NA,NA,NA,3111.048,1882.308,222.96,220.22,0.068,4490.315,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.237,910,1,0,1,1,0,1,"Chan",55,57,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.000249,21,0.0002334,0,2,1,0,4993.356,0.5,4407,4076,"PNG",910,1,6,1996,29,11,1996,1,0,0,0,0,0,16,4,1,5,5,3,1,1,1,0.2984127,0.667,0,0.667,0.444,0.333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-1.237,0,0,0.02334
"3198",910,2003,"Papua New Guinea",0.481,0.358,0.296,0.264,0.267,1,2,0.25,0.667,0,0,0.25,0.468,0.862,0.674,0.75,0.681,0.768,NA,0,0.922,0.166,0.326,"Independent Papua New Guinea (17/09/1975 - E)",1,13,NA,NA,0.56,-0.165,1.664,1.182,0.682,0.822,1.452,NA,90.4,1.466,1.283,-1.22,0.667,0,0.667,0.333,0.333,0.474,0.607,0.5,0.719,0.882,0.819,0.852,1.193,0.813,1.867,1.061,1.429,0.866,1,0.767,0.405,1.306,0.766,0.418,-0.255,2,0,NA,NA,NA,3658.286,1349.495,103.4,98.7,NA,NA,0,NA,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.237,910,NA,NA,NA,NA,NA,NA,"Somare",66,67,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.000249,28,NA,0,0,1,NA,5007.781,0.5,5258,4452,"PNG",910,2,1,2003,2,1,2003,0,0,0,0,0,0,0,1,1,5,5,3,0,1,1,0.2984127,0.667,0,0.667,0.444,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.237,0,0,NA
"3199",92,1969,"El Salvador",0.199,0.071,0.127,0.064,0.067,1,3,0.4,0,1,0,0.2,0.892,0.795,0.291,0.325,0.034,0.318,NA,1,NA,NA,NA,"PCN rule (26/01/1961 - 15/10/1979)",1,0,5,-0.667,-1.887,-1.807,-0.597,-0.702,0.43,-0.247,0.877,-0.39,99.167,NA,-2.686,1.352,0,0.333,0.667,0,0,0.76,0.145,0.139,0.107,0.48,0.269,0.172,-0.453,0.207,-1.288,-0.759,-0.797,-0.796,-0.765,-0.884,0.961,-1.907,-1.292,-2.357,-2.036,2,3,2.524,2205,7.698,201.355,208.414,0,0,0.369,3501.675,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0.5,0,1,0,0,0,0,0,0,0,0.5,-0.262,92,1,0,1,1,0,1,"Sanchez Hernandez",50,52,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.000281,5,0.000373,0,24,0,1,409.769,0.861,1108,1206,"SAL",92,24,6,1969,18,7,1969,1,0,0,-9,5,-9,20,5,1,5,5,1,1,1,1,0.7066667,0,0.333,0.667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-0.262,1,0,0.0373
"3200",92,1970,"El Salvador",0.192,0.067,0.128,0.061,0.073,1,3,0.4,0,1,0,0.2,0.897,0.811,0.278,0.325,0.034,0.377,NA,1,NA,NA,NA,"PCN rule (26/01/1961 - 15/10/1979)",1,0,5,-0.667,-1.887,-1.807,-0.597,-0.702,0.43,-0.247,0.877,-0.39,99.167,NA,-2.686,1.352,0,0.333,0.667,0,0,0.76,0.145,0.143,0.107,0.447,0.244,0.179,-0.453,0.224,-1.1,-0.759,-0.798,-0.983,-0.765,-0.884,0.961,-1.907,-1.292,-2.357,-2.036,2,3,2.58,2249,7.718,236.184,213.576,0,0,0.367,3603.907,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0.5,0,1,0,0,0,0,0,0,0,0.5,-0.262,92,1,0,0,0,0,0,"Sanchez Hernandez",50,53,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.000281,6,0.0003872,0,0,0,0,449.76,0.857,3030,2942,"SAL",92,15,11,1970,16,11,1970,0,0,0,-9,0,0,0,1,1,5,5,3,0,1,1,0.7066667,0,0.333,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.262,1,0,0.03872
"3201",92,1976,"El Salvador",0.173,0.049,0.113,0.047,0.074,1,3,0.4,0,1,0,0.2,0.914,0.885,0.184,0.287,0.028,0.27,NA,1,NA,NA,NA,"PCN rule (26/01/1961 - 15/10/1979)",1,0,5,-0.667,-1.887,-1.807,-0.597,-0.702,0.43,-0.247,0.877,-0.39,99.167,NA,-2.686,1.352,0,0.333,0.667,0,0,0.754,0.105,0.099,0.107,0.313,0.157,0.119,-0.453,0.189,-1.243,-1.024,-1.737,-1.798,-0.765,-0.884,0.961,-1.907,-1.292,-2.957,-2.645,1,3,3.228,2724,7.91,720.719,717.867,0,0,0.361,4181.282,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0.5,0,1,0,0,0,0,0,0,0,0.5,-0.262,92,1,1,0,1,1,0,"Molina",45,49,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.000281,12,0.0004337,0,5,0,0,1438.586,0.901,1080,1190,"SAL",92,13,7,1976,12,8,1976,0,1,1,-9,0,0,17,4,1,5,6,1,1,1,1,0.7066667,0,0.333,0.667,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,-0.262,1,0,0.04337
"3202",92,1985,"El Salvador",0.19,0.075,0.137,0.093,0.095,1,3,0.4,0,1,0,0.2,0.837,0.859,0.249,0.339,0.219,0.47,NA,1,NA,NA,NA,"Civil war administrations (21/12/1983 - 01/06/1994)",1,9,5,-0.667,-0.117,-1.789,-0.579,-0.629,0.43,-0.247,0.877,0.733,86,NA,-0.856,1.352,0,0.333,0.667,0,0,0.738,0.114,0.127,0.124,0.244,0.184,0.128,-0.324,0.199,-1.196,-0.916,-2.187,-2.265,-0.337,-0.375,0.978,-1.823,-1.172,-2.971,-2.645,2,0,4.255,2633,7.876,678.97,961.374,0,0,0.37,4833.042,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0.5,0,1,0,0,0,0,0,0,0,0.5,-0.557,92,1,0,0,0,0,0,"Duarte",59,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000281,1,0.0007069,0,8,0,0,1640.344,0.873,2427,2352,"SAL",92,10,7,1985,11,7,1985,0,0,0,-9,0,0,0,1,1,5,5,3,0,1,1,0.7066667,0,0.333,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.557,1,0,0.07069
"3203",92,1989,"El Salvador",0.209,0.086,0.15,0.116,0.098,1,3,0.3,0,1,0,0.2,0.837,0.893,0.274,0.384,0.212,0.485,NA,1,NA,NA,NA,"Civil war administrations (21/12/1983 - 01/06/1994)",1,9,5,-0.667,-0.117,-1.789,-0.579,-0.629,0.43,-0.247,0.877,0.733,86,NA,-0.856,1.352,0,0.333,0.667,0,0,0.738,0.123,0.134,0.138,0.278,0.199,0.143,-0.159,0.199,-1.196,-0.916,-2.187,-2.265,-0.337,-0.375,0.978,-1.705,-1.072,-2.971,-2.645,2,0,4.731,2893,7.97,497.528,1161.354,0,0,0.379,5046.516,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0.5,0,1,0,0,0,0,0,0,0,0.5,-0.81,92,1,0,1,1,0,1,"Cristiani",42,42,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.000281,5,0.0006769,0,3,0,0,1658.882,0.866,4136,3904,"SAL",92,23,5,1989,29,5,1989,1,0,0,-9,1,-9,17,4,1,5,5,3,1,1,1,0.7066667,0,0.333,0.667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-0.81,1,0,0.06769
